Player,Season,VORP,DWS,PER,G,FTA,TOV,PTS,DRB,AllNBA,Class
Larry Bird,1989,5.5,4.1,21.9,75.0,4.6,3.2,24.3,8.3,1,2
Magic Johnson,1989,8.9,3.8,26.6,79.0,8.1,3.7,22.3,5.0,1,1
Wayman Tisdale,1989,1.3,2.2,18.1,79.0,4.9,1.9,22.3,5.2,0,0
Rolando Blackman,1989,2.2,2.2,17.0,80.0,4.3,2.2,19.4,2.4,0,0
John Stockton,1989,8.0,4.0,23.9,78.0,5.5,3.5,17.2,1.9,1,2
Craig Ehlo,1989,2.3,3.2,14.5,81.0,2.3,2.0,13.6,3.6,0,0
Dominique Wilkins,1989,5.4,1.8,24.6,80.0,7.1,2.2,26.7,3.8,0,0
Darrell Walker,1989,3.1,3.6,15.6,81.0,2.5,2.1,9.5,6.7,0,0
Vern Fleming,1989,2.0,1.2,16.3,82.0,3.6,2.5,14.3,2.5,0,0
Johnny Dawkins,1989,2.0,2.2,16.0,81.0,3.0,2.6,14.3,2.5,0,0
Hersey Hawkins,1989,2.7,2.5,17.0,82.0,5.3,2.3,18.5,2.7,0,0
Jerome Kersey,1989,2.7,4.7,15.7,82.0,4.8,1.8,16.0,5.4,0,0
Buck Johnson,1989,1.0,3.9,12.9,82.0,3.3,2.0,14.8,3.3,0,0
Fat Lever,1989,4.9,4.2,19.9,79.0,4.3,2.0,18.3,6.4,0,0
Chris Mullin,1989,5.0,1.3,22.7,78.0,7.3,3.1,25.1,4.3,1,3
Terry Cummings,1989,2.7,4.4,19.6,81.0,5.4,2.5,22.4,5.6,0,0
Jay Humphries,1989,2.4,2.6,16.4,81.0,3.5,1.9,15.3,2.3,0,0
Buck Williams,1989,1.9,4.3,14.3,82.0,5.0,2.0,13.6,6.7,0,0
Mitch Richmond,1989,1.2,0.7,17.0,78.0,6.0,2.6,22.1,3.4,0,0
Willie Anderson,1989,2.4,3.7,15.2,82.0,3.5,2.4,15.7,3.1,0,0
Kevin Johnson,1989,4.9,2.6,22.8,74.0,8.1,3.6,22.5,3.1,1,2
Terry Porter,1989,5.4,3.8,20.0,80.0,5.9,3.1,17.6,2.7,0,0
Hot Rod Williams,1989,2.9,4.1,19.0,82.0,5.4,1.7,16.8,5.4,0,0
Horace Grant,1989,2.1,2.8,16.6,80.0,3.2,1.4,13.4,4.9,0,0
Derrick McKey,1989,2.2,2.3,15.6,80.0,5.0,2.4,15.7,4.0,0,0
Muggsy Bogues,1989,2.9,2.1,16.9,81.0,1.7,1.8,9.4,2.0,0,0
Moses Malone,1989,1.6,1.7,20.2,81.0,7.8,2.9,18.9,5.5,0,0
Danny Ainge,1989,2.1,2.1,16.1,75.0,3.6,2.5,17.9,3.4,0,0
Kevin McHale,1989,3.8,3.3,21.8,82.0,5.4,2.2,20.9,5.8,0,0
Chuck Person,1989,1.3,1.3,16.6,77.0,3.5,2.2,19.7,4.1,0,0
A.C. Green,1989,1.0,3.3,14.7,82.0,4.5,1.4,12.9,5.5,0,0
Mark Price,1989,4.9,2.5,21.1,73.0,4.6,2.9,19.6,2.5,0,0
Michael Adams,1989,2.6,2.5,15.4,79.0,4.0,1.8,15.5,2.2,0,0
Bernard King,1989,1.7,1.4,18.8,82.0,6.3,3.0,22.4,3.4,0,0
Clyde Drexler,1989,6.3,4.3,22.2,73.0,5.9,2.6,23.3,4.1,1,3
Bill Laimbeer,1989,3.6,5.4,15.8,81.0,2.4,1.2,12.1,7.6,0,0
Sam Perkins,1989,2.5,3.3,17.3,76.0,5.6,1.9,15.9,4.8,0,0
Mike Gminski,1989,1.4,2.9,15.7,81.0,2.9,1.2,13.7,6.1,0,0
Sleepy Floyd,1989,1.7,2.9,14.2,82.0,2.8,2.5,12.2,1.9,0,0
Gerald Wilkins,1989,1.1,2.1,14.3,82.0,3.2,2.4,14.5,2.9,0,0
Alvin Robertson,1989,3.7,3.9,18.9,81.0,3.3,2.7,14.2,4.1,0,0
Michael Cage,1989,1.3,2.8,14.5,82.0,2.6,1.1,9.7,6.3,0,0
Byron Scott,1989,1.7,2.2,14.3,77.0,2.7,1.6,15.5,2.5,0,0
Thurl Bailey,1989,0.5,2.8,13.4,82.0,3.5,1.7,14.2,3.6,0,0
Joe Dumars,1989,2.7,3.0,17.2,75.0,4.4,1.9,17.8,2.0,1,3
Detlef Schrempf,1989,2.2,2.0,17.6,78.0,6.3,2.3,16.2,6.0,0,0
Jeff Malone,1989,1.3,0.8,18.5,75.0,3.9,1.7,24.3,2.0,0,0
Dennis Hopson,1989,0.6,1.9,13.6,79.0,4.3,2.1,15.8,2.1,0,0
Reggie Lewis,1989,1.9,2.5,16.8,79.0,4.0,1.5,17.0,3.0,0,0
Maurice Cheeks,1989,2.5,2.9,14.9,81.0,2.5,1.5,9.7,2.3,0,0
Tod Murphy,1989,1.0,2.8,13.0,82.0,2.5,0.7,8.3,4.4,0,0
Kevin Duckworth,1989,-0.2,2.9,13.3,82.0,3.8,2.1,16.2,4.0,0,0
Terry Catledge,1989,-0.9,0.1,15.0,74.0,6.6,2.4,19.4,3.9,0,0
Chris Morris,1989,1.6,2.6,14.8,80.0,4.0,2.3,14.8,2.9,0,0
Xavier McDaniel,1989,1.6,1.8,17.9,69.0,4.8,2.7,21.3,4.1,0,0
Mark Jackson,1989,1.5,2.1,14.3,82.0,2.0,2.6,9.9,2.6,0,0
Armen Gilliam,1989,0.6,2.3,16.6,76.0,5.5,2.4,16.7,5.1,0,0
Kenny Smith,1989,0.2,1.0,13.3,79.0,2.5,2.1,11.9,1.8,0,0
Rony Seikaly,1989,0.2,3.4,15.9,74.0,5.8,3.2,16.6,6.9,0,0
Rik Smits,1989,1.6,2.3,18.1,82.0,3.6,1.7,15.5,4.6,0,0
Kelly Tripucka,1989,0.1,1.5,13.6,79.0,4.4,2.2,15.6,3.0,0,0
Mark West,1989,2.0,4.0,15.7,82.0,3.5,1.5,10.5,6.3,0,0
Robert Parish,1989,1.9,3.0,19.2,79.0,3.9,2.1,15.7,6.8,0,0
Dennis Rodman,1989,2.2,4.4,15.4,82.0,2.6,1.1,8.8,5.6,0,0
Terry Teagle,1989,-0.3,0.8,14.8,82.0,3.6,1.8,16.1,3.1,0,0
John Paxson,1989,0.3,1.1,12.7,82.0,0.8,1.0,10.0,1.1,0,0
Lester Conner,1989,0.9,2.6,12.8,82.0,2.6,1.7,7.9,2.1,0,0
Reggie Theus,1989,0.5,-0.1,15.9,76.0,5.8,3.0,18.9,1.9,0,0
Nate McMillan,1989,2.7,2.6,14.4,82.0,1.9,2.3,6.4,3.4,0,0
Ken Norman,1989,0.6,2.6,14.6,70.0,3.5,2.7,16.1,4.7,0,0
Benoit Benjamin,1989,2.1,3.7,16.7,71.0,4.5,2.6,13.5,7.1,0,0
James Edwards,1989,0.1,2.9,13.3,82.0,4.3,1.6,14.5,2.8,0,0
Mark Eaton,1989,1.4,3.9,10.6,82.0,1.4,0.9,4.8,5.2,0,0
Jeff Hornacek,1989,3.8,2.8,19.6,67.0,3.0,1.9,17.6,3.4,0,0
Johnny Newman,1989,0.5,1.7,12.7,80.0,3.7,1.8,12.9,1.6,0,0
Kevin Willis,1989,0.1,1.7,15.7,81.0,3.0,1.8,12.4,4.8,0,0
Rick Mahorn,1989,0.9,2.7,13.9,75.0,3.4,1.4,10.8,5.3,0,0
Danny Manning,1989,1.4,2.4,16.3,71.0,5.2,2.6,16.3,3.9,0,0
James Donaldson,1989,0.3,2.8,12.2,73.0,2.9,1.6,9.1,6.5,0,0
Jack Sikma,1989,1.5,2.7,14.7,71.0,3.7,2.0,13.9,5.4,0,0
Dan Majerle,1989,1.9,2.9,13.5,73.0,3.6,1.1,11.1,3.9,0,0
Charles Jones,1989,0.9,2.8,9.2,81.0,1.3,0.9,3.2,4.4,0,0
Fred Roberts,1989,-0.1,1.6,11.6,82.0,3.0,1.6,10.5,2.5,0,0
Purvis Short,1989,0.0,1.3,13.4,82.0,2.9,1.5,13.1,1.8,0,0
Alex English,1989,1.8,1.7,17.9,80.0,2.3,1.2,17.9,2.1,0,0
Kevin Edwards,1989,0.0,2.3,11.6,78.0,2.3,2.3,12.0,2.6,0,0
Sam Bowie,1989,0.5,2.8,16.2,68.0,5.6,1.8,14.7,7.1,0,0
Herb Williams,1989,0.0,2.8,10.4,81.0,2.0,1.3,8.6,3.9,0,0
Charles Oakley,1989,0.9,2.8,15.9,61.0,4.7,2.7,14.6,7.7,0,0
Spud Webb,1989,1.4,1.1,15.3,82.0,2.3,1.7,9.2,2.0,0,0
Bob Hansen,1989,-0.1,2.0,8.5,81.0,0.8,1.0,7.6,2.0,0,0
Bill Cartwright,1989,-0.3,1.7,12.8,71.0,3.9,1.7,11.4,4.6,0,0
Billy Thompson,1989,1.0,2.2,14.7,79.0,2.3,2.0,11.0,4.0,0,0
Rod Strickland,1989,1.7,2.6,15.7,82.0,3.4,2.1,10.6,2.1,0,0
LaSalle Thompson,1989,-0.3,2.5,10.3,82.0,1.6,1.8,6.8,5.5,0,0
Ron Anderson,1989,0.3,1.7,13.9,78.0,2.5,1.0,11.9,2.7,0,0
Larry Nance,1989,2.4,3.0,19.1,62.0,3.9,1.8,16.3,5.7,0,0
Dennis Johnson,1989,0.9,1.8,12.4,75.0,1.9,1.6,7.1,2.0,0,0
Dale Ellis,1989,2.3,1.0,19.0,55.0,4.3,2.2,23.5,2.7,0,0
Mark Aguirre,1989,1.5,2.5,15.8,78.0,3.3,1.6,14.1,2.4,0,0
Blair Rasmussen,1989,0.5,2.9,16.0,81.0,1.7,0.9,12.4,5.2,0,0
Rod Higgins,1989,1.5,0.9,15.5,82.0,3.5,1.1,11.1,3.7,0,0
Vernon Maxwell,1989,0.5,2.5,11.5,79.0,2.7,1.8,9.0,2.3,0,0
Vinnie Johnson,1989,0.9,2.8,12.9,82.0,2.4,1.5,9.8,1.8,0,0
Brad Lohaus,1989,1.1,2.4,13.6,80.0,1.3,1.4,9.2,3.8,0,0
John Salley,1989,1.7,3.9,13.5,82.0,3.0,1.2,7.2,3.5,0,0
Kurt Rambis,1989,1.3,3.1,12.1,74.0,1.7,1.4,6.2,5.0,0,0
Mark Alarie,1989,0.3,1.6,14.1,82.0,1.6,1.2,10.5,2.7,0,0
Mychal Thompson,1989,0.0,2.3,13.4,70.0,2.9,1.1,10.1,4.3,0,0
Randy Breuer,1989,-0.2,2.2,13.0,81.0,2.4,1.2,8.9,3.2,0,0
Sidney Green,1989,-0.6,1.2,12.7,73.0,2.9,1.6,10.4,5.8,0,0
Dell Curry,1989,1.4,1.5,15.9,67.0,1.6,1.5,16.0,2.0,0,0
Vinny Del Negro,1989,-0.1,1.2,12.6,76.0,2.0,1.5,9.7,2.1,0,0
Grant Long,1989,-0.1,2.1,11.6,81.0,3.0,1.7,8.5,3.0,0,0
David Wingate,1989,0.1,2.3,9.4,78.0,1.4,1.6,6.8,1.7,0,0
Mitchell Wiggins,1989,1.0,2.5,16.3,66.0,3.6,1.3,15.5,2.3,0,0
Michael Cooper,1989,0.6,2.0,9.6,80.0,1.2,1.1,6.4,2.1,0,0
Harvey Grant,1989,-0.1,1.4,12.0,81.0,1.7,1.0,8.2,2.5,0,0
Jerry Reynolds,1989,0.6,1.1,14.1,67.0,4.8,2.1,12.8,3.5,0,0
Eddie Johnson,1989,0.5,1.5,14.9,64.0,3.2,1.7,16.9,2.8,0,0
Tellis Frank,1989,-0.8,1.6,11.1,77.0,3.0,1.7,9.5,3.0,0,0
Rex Chapman,1989,-0.8,0.7,11.9,54.0,3.6,1.9,17.5,2.4,0,0
Winston Garland,1989,-0.6,1.1,9.8,79.0,1.5,2.0,7.3,2.1,0,0
Rory Sparrow,1989,-0.9,0.9,8.8,82.0,0.9,1.2,5.9,1.2,0,0
Sidney Lowe,1989,-0.3,1.4,8.7,80.0,0.7,0.8,2.3,1.5,0,0
Antoine Carr,1989,0.6,1.1,16.4,77.0,3.9,1.6,12.3,2.7,0,0
Trent Tucker,1989,0.9,1.4,12.0,81.0,1.1,0.9,8.2,1.4,0,0
Tom Garrick,1989,0.3,1.6,11.8,73.0,1.6,1.6,7.0,1.8,0,0
Joe Barry Carroll,1989,-0.4,2.4,12.6,76.0,2.3,1.9,10.0,4.1,0,0
Ricky Pierce,1989,2.1,1.0,21.9,59.0,6.2,2.2,23.0,1.7,0,0
Cliff Levingston,1989,0.5,1.0,12.1,75.0,1.6,0.7,6.9,2.7,0,0
Ledell Eackles,1989,-0.5,0.8,14.3,78.0,3.6,1.8,13.5,1.3,0,0
Mark Acres,1989,-0.7,0.6,8.3,80.0,1.5,0.9,4.5,3.5,0,0
Steve Kerr,1989,0.5,1.1,12.0,78.0,0.9,0.9,6.7,1.1,0,0
Sam Vincent,1989,1.0,0.4,15.4,63.0,3.4,2.1,11.2,2.5,0,0
Roy Tarpley,1989,0.7,3.3,18.0,45.0,3.8,2.6,16.8,8.9,0,0
Otis Smith,1989,1.5,0.9,17.2,65.0,3.4,1.6,13.5,2.8,0,0
Walter Davis,1989,1.1,1.5,18.3,69.0,3.3,1.5,17.5,1.9,0,0
Randolph Keys,1989,-0.8,1.5,10.9,80.0,1.8,1.1,8.8,1.9,0,0
Bill Hanzlik,1989,0.3,1.9,10.3,81.0,2.3,1.1,6.2,1.7,0,0
Harold Pressley,1989,0.8,1.5,13.7,72.0,2.0,1.2,8.8,3.0,0,0
Kenny Walker,1989,0.3,1.5,12.7,68.0,2.5,0.9,7.9,3.1,0,0
Charles Shackleford,1989,-0.6,1.7,12.3,70.0,1.6,1.7,8.2,4.3,0,0
Mike Sanders,1989,-0.7,0.9,9.1,82.0,0.9,1.0,6.2,1.9,0,0
Gary Grant,1989,1.1,1.9,15.3,44.0,2.6,4.7,13.1,3.1,0,0
Doc Rivers,1989,2.0,1.5,17.2,48.0,3.5,2.0,12.5,3.2,0,0
Greg Kite,1989,-0.7,1.5,7.0,71.0,0.8,1.1,3.2,3.5,0,0
Sedale Threatt,1989,1.5,0.9,17.4,65.0,2.4,1.2,11.4,1.1,0,0
John Battle,1989,-0.4,0.0,12.6,60.0,2.3,1.5,10.9,1.2,0,0
Scott Skiles,1989,0.0,0.1,13.2,70.0,1.7,1.3,7.7,1.9,0,0
Darrell Griffith,1989,0.7,1.8,13.6,82.0,1.0,0.9,8.9,1.5,0,0
Frank Brickowski,1989,0.8,2.5,13.3,78.0,1.8,1.2,6.6,3.1,0,0
Brad Daugherty,1989,0.4,1.9,16.0,41.0,7.0,2.7,16.8,7.2,0,0
Jeff Grayer,1989,-0.3,1.1,11.4,71.0,2.1,1.2,7.7,1.7,0,0
Orlando Woolridge,1989,1.3,1.5,17.6,62.0,3.9,1.2,12.7,2.2,0,0
Derek Smith,1989,0.3,1.0,13.7,75.0,2.5,1.1,8.9,1.5,0,0
Paul Pressey,1989,1.2,1.4,15.9,57.0,3.3,1.9,11.0,2.0,0,0
Mike Brown,1989,0.1,2.0,12.8,82.0,2.4,1.1,6.2,3.2,0,0
Danny Young,1989,1.0,1.9,11.5,82.0,1.4,1.0,4.7,1.1,0,0
Ron Harper,1989,2.3,1.7,20.2,35.0,6.6,2.9,22.8,3.8,0,0
Joe Kleine,1989,-0.6,1.3,10.5,81.0,1.2,0.8,5.4,2.9,0,0
Chris Dudley,1989,-1.0,1.9,9.5,64.0,2.8,1.3,5.5,3.9,0,0
Tom Tolbert,1989,-0.4,0.7,13.8,70.0,3.4,1.1,8.8,3.4,0,0
Larry Drew,1989,0.1,1.1,10.2,80.0,0.8,1.2,5.2,1.1,0,0
Joe Wolf,1989,-1.1,1.2,6.8,77.0,0.9,1.0,4.8,2.2,0,0
Manute Bol,1989,0.3,1.4,7.2,75.0,0.7,0.7,1.9,3.2,0,0
Larry Smith,1989,0.1,2.5,9.8,74.0,0.7,0.9,3.0,3.7,0,0
Adrian Dantley,1989,0.5,0.8,15.4,45.0,5.6,1.7,14.7,2.1,0,0
Brad Davis,1989,0.6,1.1,13.7,73.0,1.4,1.2,6.4,1.1,0,0
Greg Anderson,1989,-0.6,1.7,13.0,60.0,2.8,1.3,8.8,4.4,0,0
Jim Paxson,1989,-0.5,0.7,9.7,72.0,1.3,0.8,6.4,0.7,0,0
Robert Reid,1989,-0.8,0.8,8.0,72.0,1.2,0.6,5.8,1.6,0,0
Danny Schayes,1989,0.7,1.7,16.5,53.0,5.0,1.4,10.4,4.2,0,0
Wayne Cooper,1989,0.3,2.1,10.6,79.0,0.5,0.5,3.8,2.8,0,0
Jeff Turner,1989,-1.2,0.3,6.6,60.0,0.9,1.0,5.1,2.9,0,0
John Bagley,1989,0.1,0.8,10.8,54.0,0.7,1.7,4.3,1.2,0,0
Olden Polynice,1989,-0.1,0.9,12.4,79.0,1.3,0.4,4.6,2.2,0,0
Jack Haley,1989,-1.4,0.9,8.5,67.0,1.9,1.1,5.4,2.8,0,0
Ed Pinckney,1989,0.8,1.2,13.7,77.0,1.5,0.7,4.7,1.7,0,0
Tim Kempton,1989,-0.1,1.2,10.7,71.0,1.6,1.1,5.4,2.4,0,0
Scott Roth,1989,-0.2,1.0,11.7,71.0,2.8,1.2,6.8,1.1,0,0
Craig Hodges,1989,0.5,0.4,12.5,63.0,0.5,0.5,6.5,0.7,0,0
John Long,1989,-0.2,0.4,10.7,48.0,1.1,1.6,8.4,1.2,0,0
Andrew Lang,1989,0.9,1.9,13.2,74.0,1.3,0.6,3.5,2.5,0,0
Kevin Gamble,1989,0.4,0.7,12.3,71.0,1.5,0.6,5.1,1.0,0,0
Steve Colter,1989,0.9,1.0,15.9,73.0,1.3,0.5,4.9,1.7,0,0
Jon Koncak,1989,0.1,1.0,8.7,54.0,1.5,0.9,3.7,3.1,0,0
Scott Brooks,1989,0.7,0.7,14.2,72.0,0.8,0.5,4.4,0.7,0,0
Eddie Lee Wilkins,1989,-1.1,0.9,9.9,79.0,1.9,0.9,4.7,1.9,0,0
Mike Woodson,1989,-0.5,1.2,8.8,61.0,1.4,0.8,6.5,1.0,0,0
Sedric Toney,1989,-0.7,0.4,8.0,64.0,1.3,1.1,4.1,0.7,0,0
Jerome Lane,1989,-0.1,1.6,12.8,67.0,1.8,1.3,5.0,3.2,0,0
Kenny Gattison,1989,-0.1,0.9,12.9,63.0,1.7,1.1,5.9,1.9,0,0
John Lucas,1989,0.3,1.2,11.5,49.0,1.1,1.7,5.8,1.4,0,0
Rickey Green,1989,0.0,0.5,10.9,69.0,0.7,0.9,3.5,0.7,0,0
Anthony Bowie,1989,-0.1,1.3,8.8,66.0,0.8,0.9,4.3,1.2,0,0
Eddie Hughes,1989,-0.1,0.9,8.3,60.0,0.6,0.7,3.5,0.9,0,0
Caldwell Jones,1989,-0.5,1.3,7.2,72.0,0.8,0.7,2.4,2.1,0,0
Will Perdue,1989,-1.1,0.8,9.1,77.0,1.4,0.8,3.8,1.6,0,0
Jon Sundvold,1989,0.0,0.5,11.2,63.0,0.8,0.8,6.1,0.9,0,0
Melvin Turpin,1989,-0.2,0.9,12.8,59.0,1.2,0.8,4.7,2.3,0,0
Bill Wennington,1989,-0.4,1.1,10.6,60.0,1.3,0.8,4.5,2.2,0,0
Roy Hinson,1989,0.3,0.7,15.2,25.0,4.0,2.1,15.0,4.4,0,0
Eric Leckner,1989,-0.4,1.1,12.1,77.0,1.4,0.8,4.3,1.9,0,0
Pete Myers,1989,-0.4,0.7,9.8,52.0,1.9,1.5,4.7,1.2,0,0
Randy Allen,1989,-0.6,0.6,8.4,63.0,0.7,0.4,3.7,1.4,0,0
Reggie Williams,1989,-0.6,0.8,9.1,47.0,1.4,1.0,6.8,1.2,0,0
David Rivers,1989,-0.4,0.6,9.9,52.0,1.5,1.7,4.2,1.1,0,0
Brad Sellers,1989,-0.3,0.4,9.2,59.0,1.2,0.8,4.5,0.8,0,0
Tree Rollins,1989,-0.2,0.9,8.8,48.0,0.3,0.7,2.6,2.0,0,0
T.R. Dunn,1989,0.2,0.9,9.8,65.0,0.6,0.3,1.8,1.3,0,0
Anthony Jones,1989,-0.3,0.8,7.6,66.0,1.0,0.6,3.0,0.7,0,0
Morlon Wiley,1989,-0.1,0.3,11.3,40.0,1.0,1.6,5.7,1.0,0,0
Tony Brown,1989,-0.4,0.5,8.2,61.0,0.9,0.8,3.6,0.5,0,0
John Williams,1989,0.8,0.7,17.6,18.0,4.7,2.4,18.2,6.1,0,0
Tim Perry,1989,0.1,0.8,13.5,60.0,1.5,0.8,4.2,1.2,0,0
Richard Anderson,1989,0.4,0.5,13.3,54.0,0.4,0.5,4.3,1.7,0,0
Bob Thornton,1989,-0.5,0.7,6.1,56.0,0.9,0.6,2.2,1.6,0,0
Jim Petersen,1989,-0.4,0.4,9.0,43.0,1.7,0.8,4.0,2.6,0,0
Derrick Chievous,1989,0.0,0.8,13.3,55.0,2.0,0.8,5.3,1.0,0,0
Ken Bannister,1989,-0.6,0.5,7.6,52.0,2.1,0.8,4.0,1.4,0,0
Avery Johnson,1989,0.2,0.3,11.6,53.0,0.8,0.9,2.6,0.4,0,0
Kiki Vandeweghe,1989,-0.1,0.3,12.5,22.0,2.2,1.2,11.7,1.7,0,0
Mark Bryant,1989,-0.2,0.9,9.1,58.0,0.9,0.4,2.9,1.6,0,0
Stuart Gray,1989,-0.3,0.7,8.5,58.0,0.8,0.4,2.0,1.8,0,0
Brian Rowsom,1989,0.0,0.5,13.6,44.0,1.9,0.6,5.1,2.0,0,0
Randy Wittman,1989,-0.3,0.1,6.9,61.0,0.1,0.4,2.1,0.4,0,0
Uwe Blab,1989,-0.7,0.2,3.3,47.0,0.8,0.7,2.1,1.7,0,0
Johnny Moore,1989,-0.1,0.7,8.1,53.0,0.5,0.7,2.2,0.7,0,0
Ed Nealy,1989,0.1,0.5,11.1,46.0,0.9,0.4,2.3,2.0,0,0
Jerry Sichting,1989,-0.3,0.2,8.9,35.0,0.6,0.6,3.5,0.5,0,0
Quintin Dailey,1989,-0.4,0.2,10.0,30.0,2.2,1.1,8.2,1.1,0,0
Gerald Henderson,1989,0.4,0.5,11.9,57.0,0.3,0.4,2.4,0.6,0,0
Michael Young,1989,0.3,0.5,16.0,45.0,0.8,0.3,4.9,1.1,0,0
Jay Vincent,1989,-0.2,0.4,11.8,41.0,1.2,0.8,5.2,1.0,0,0
Paul Mokeski,1989,-0.5,0.5,7.7,38.0,0.9,0.7,4.0,1.9,0,0
Charles Davis,1989,-0.6,0.3,6.7,53.0,0.2,0.4,2.5,1.1,0,0
Ralph Sampson,1989,-0.4,0.5,5.5,26.0,0.9,1.3,4.2,2.8,0,0
Jim Farmer,1989,0.1,0.3,15.5,38.0,2.1,0.7,6.4,0.7,0,0
Pat Cummings,1989,-0.3,0.4,10.5,37.0,1.0,0.9,4.7,1.8,0,0
Kelvin Upshaw,1989,0.0,0.3,11.9,40.0,0.9,0.7,4.0,0.8,0,0
Larry Krystkowiak,1989,-0.3,0.4,7.6,16.0,2.1,1.2,7.0,3.8,0,0
Micheal Williams,1989,0.3,0.3,17.9,28.0,1.6,1.2,5.6,0.7,0,0
Kurt Nimphius,1989,-0.3,0.3,7.9,38.0,0.8,0.3,2.4,1.0,0,0
Greg Dreiling,1989,-0.3,0.3,6.0,49.0,0.7,0.4,1.3,1.3,0,0
Ben Coleman,1989,-0.2,0.4,12.2,22.0,1.9,1.2,5.7,2.5,0,0
Steve Alford,1989,0.3,0.3,18.7,41.0,0.9,0.4,4.1,0.6,0,0
Mike McGee,1989,0.0,0.3,9.8,14.0,1.5,1.0,7.3,1.8,0,0
Steve Johnson,1989,-0.2,0.2,9.6,25.0,1.4,1.2,4.7,1.4,0,0
William Bedford,1989,-0.3,0.5,9.5,42.0,0.5,0.5,2.8,1.0,0,0
Tito Horford,1989,-0.4,0.3,5.1,35.0,0.7,0.4,1.5,1.1,0,0
Dave Greenwood,1989,0.0,0.5,10.9,37.0,0.8,0.4,1.6,1.5,0,0
Leon Wood,1989,-0.1,0.1,10.9,28.0,0.6,0.3,1.8,0.4,0,0
Chris Welp,1989,-0.3,0.2,6.3,27.0,0.9,0.6,2.4,1.1,0,0
Mark McNamara,1989,-0.3,0.2,11.3,33.0,1.2,0.6,3.1,1.2,0,0
Scott Hastings,1989,0.0,0.3,7.0,40.0,0.6,0.2,1.1,0.6,0,0
Calvin Natt,1989,0.1,0.1,14.4,14.0,1.6,0.4,4.1,1.8,0,0
Dave Hoppen,1989,-0.2,0.1,7.7,10.0,1.0,0.8,4.0,1.7,0,0
Lewis Lloyd,1989,-0.1,0.1,11.6,21.0,0.8,1.0,3.3,0.5,0,0
Tim McCormick,1989,-0.2,0.2,2.6,18.0,1.1,0.6,1.7,1.1,0,0
Andre Turner,1989,-0.1,0.1,6.2,11.0,0.4,1.1,2.4,0.4,0,0
Jim Rowinski,1989,-0.1,0.1,13.2,14.0,1.9,0.7,3.6,0.9,0,0
Michael Holton,1989,-0.2,0.0,2.9,16.0,0.1,0.8,1.8,0.1,0,0
Mike Smrek,1989,-0.1,0.1,7.1,13.0,0.5,0.7,1.6,1.8,0,0
Marques Johnson,1989,-0.1,0.0,8.5,10.0,1.7,1.0,4.0,0.9,0,0
Steve Harris,1989,-0.1,0.1,6.0,15.0,0.3,0.3,2.1,0.3,0,0
Jim Les,1989,0.0,0.1,9.3,7.0,2.4,1.4,3.3,0.6,0,0
Adrian Branch,1989,0.0,0.1,16.9,11.0,2.0,0.7,5.9,1.1,0,0
Corey Gaines,1989,0.0,0.1,6.2,9.0,0.4,1.1,1.1,0.4,0,0
Dave Corzine,1989,-0.1,0.0,3.2,6.0,0.3,1.3,3.7,1.8,0,0
José Ortiz,1989,0.0,0.1,16.0,13.0,0.4,0.4,3.2,0.5,0,0
Michael Jackson,1989,0.0,0.1,8.1,17.0,0.4,0.2,0.6,0.3,0,0
John Shasky,1989,-0.1,0.0,2.5,14.0,0.4,0.1,0.7,0.6,0,0
Jawann Oldham,1989,-0.1,0.1,8.0,6.0,1.2,0.7,1.5,2.0,0,0
Mike Dunleavy,1989,-0.1,0.0,5.1,5.0,1.6,1.6,3.4,0.4,0,0
Alton Lister,1989,0.0,0.0,10.9,3.0,2.3,0.0,4.0,1.0,0,0
Greg Stokes,1989,-0.1,0.0,-8.2,11.0,0.2,0.3,0.4,0.3,0,0
Greg Butler,1989,-0.1,0.0,-4.9,13.0,0.2,0.2,0.5,0.5,0,0
Duane Ferrell,1989,-0.1,0.0,8.1,14.0,0.4,0.1,0.9,0.3,0,0
Ralph Lewis,1989,0.0,0.0,13.2,7.0,0.3,0.3,1.4,0.3,0,0
Rick Carlisle,1989,-0.1,0.0,-9.2,5.0,0.0,0.8,0.4,0.0,0,0
Wes Matthews,1989,0.0,0.0,19.6,1.0,2.0,0.0,4.0,0.0,0,0
Chuck Nevitt,1989,0.0,0.0,12.1,3.0,0.0,0.7,1.3,1.0,0,0
Mark Wade,1989,0.0,0.0,21.3,1.0,0.0,0.0,0.0,0.0,0,0
Chris Mullin,1990,5.6,2.4,21.4,82.0,7.1,3.0,25.7,3.7,1,2
Karl Malone,1990,6.2,5.6,24.8,82.0,10.8,3.0,29.0,8.9,1,1
Tim Hardaway,1990,5.2,2.5,20.9,82.0,4.6,3.3,22.9,3.0,0,0
Tyrone Corbin,1990,2.3,2.9,16.6,82.0,4.5,2.5,18.0,4.9,0,0
Pooh Richardson,1990,3.2,1.3,18.1,82.0,2.0,2.1,17.1,2.5,0,0
Sam Mitchell,1990,-0.9,1.4,12.3,82.0,4.8,1.3,14.6,4.0,0,0
Hersey Hawkins,1990,4.1,3.3,19.4,80.0,6.9,2.7,22.1,3.3,0,0
Patrick Ewing,1990,4.9,5.6,23.7,81.0,7.7,3.6,26.6,8.8,1,2
John Stockton,1990,8.1,4.7,23.4,82.0,5.3,3.6,17.2,2.3,1,3
